Skill	Skill-Unterkategorie	Bewertung	Standort	Skill Dauer	Anzahl Mitarbeiter
RUP	Vorgehen	2	Wien	1	1
RUP	Vorgehen	2	Zürich	2	1
RUP	Vorgehen	3	Hamburg	4	1
RUP	Vorgehen	3	Offenbach	4	1
SAP	Standardsoftware	1	Hamburg	1	2
SAP	Standardsoftware	1	Hamburg	2	2
SAP	Standardsoftware	1	Stuttgart	2	1
SAP	Standardsoftware	1	Unterhaching	1	2
SAP	Standardsoftware	1	Zürich	3	1
SAP	Standardsoftware	2	Hamburg	4	1
SAP	Standardsoftware	2	Unterhaching	2	1
SAP	Standardsoftware	2	Wien	2	1
SAP	Standardsoftware	2	Wien	3	1
SAP	Standardsoftware	3	Unterhaching	3	1
SAP BO	Standardsoftware	1	Hamburg	1	1
Sass	Sprache	1	Hamburg	1	1
Sass	Sprache	1	Hamburg	2	1
Sass	Sprache	1	Offenbach	2	1
Sass	Sprache	1	Unterhaching	1	2
Sass	Sprache	1	Wien	1	1
Sass	Sprache	1	Wien	2	1
Sass	Sprache	2	Hamburg	1	1
Sass	Sprache	2	Hamburg	2	4
Sass	Sprache	2	Unterhaching	1	1
SBT	Build	1	Hamburg	1	1
SBT	Build	1	Unterhaching	1	1
SBT	Build	1	Wien	1	1
Scala	Sprache	1	Hamburg	1	4
Scala	Sprache	1	Stuttgart	1	1
Scala	Sprache	1	Unterhaching	1	2
Scala	Sprache	1	Unterhaching	2	2
Scala	Sprache	1	Wien	1	1
Scala	Sprache	2	Hamburg	1	1
Scala	Sprache	2	Hamburg	3	1
Scala	Sprache	2	Offenbach	2	1
Scala	Sprache	2	Stuttgart	1	1
Scala	Sprache	2	Stuttgart	3	1
Scala	Sprache	2	Unterhaching	1	2
Scala	Sprache	2	Wien	2	1
Scala	Sprache	2	Wien	3	1
Scala	Sprache	3	Hamburg	3	1
Scala	Sprache	3	Wien	3	1
Scip	Framework	2	Offenbach	2	1
Scrum	Vorgehen	1	Hamburg	1	5
Scrum	Vorgehen	1	Hamburg	2	2
Scrum	Vorgehen	1	Offenbach	1	2
Scrum	Vorgehen	1	Stuttgart	1	3
Scrum	Vorgehen	1	Unterhaching	1	7
Scrum	Vorgehen	1	Unterhaching	2	1
Scrum	Vorgehen	1	Wien	1	1
Scrum	Vorgehen	1	Wien	2	3
Scrum	Vorgehen	1	Zürich	2	1
Scrum	Vorgehen	2	Hamburg	1	1
Scrum	Vorgehen	2	Hamburg	2	5
Scrum	Vorgehen	2	Hamburg	3	1
Scrum	Vorgehen	2	Hamburg	4	1
Scrum	Vorgehen	2	Offenbach	1	3
Scrum	Vorgehen	2	Offenbach	2	3
Scrum	Vorgehen	2	Stuttgart	1	2
Scrum	Vorgehen	2	Stuttgart	2	1
Scrum	Vorgehen	2	Stuttgart	4	1
Scrum	Vorgehen	2	Unterhaching	1	5
Scrum	Vorgehen	2	Unterhaching	2	7
Scrum	Vorgehen	2	Unterhaching	3	5
Scrum	Vorgehen	2	Wien	1	1
Scrum	Vorgehen	2	Wien	3	4
Scrum	Vorgehen	2	Wien	4	2
Scrum	Vorgehen	2	Zürich	2	1
Scrum	Vorgehen	3	Hamburg	3	4
Scrum	Vorgehen	3	Hamburg	4	1
Scrum	Vorgehen	3	Offenbach	3	1
Scrum	Vorgehen	3	Stuttgart	1	2
Scrum	Vorgehen	3	Stuttgart	2	3
Scrum	Vorgehen	3	Stuttgart	4	1
Scrum	Vorgehen	3	Unterhaching	1	3
Scrum	Vorgehen	3	Unterhaching	2	1
Scrum	Vorgehen	3	Unterhaching	3	2
Scrum	Vorgehen	3	Unterhaching	4	2
Scrum	Vorgehen	3	Wien	3	3
Scrum	Vorgehen	3	Wien	4	1
Scrum	Vorgehen	4	Stuttgart	4	1
Scrum	Vorgehen	4	Unterhaching	3	2
Selenium	Framework	1	Hamburg	1	2
Selenium	Framework	1	Hamburg	2	3
Selenium	Framework	1	Hamburg	3	1
Selenium	Framework	1	Offenbach	1	1
Selenium	Framework	1	Offenbach	2	1
Selenium	Framework	1	Stuttgart	1	1
Selenium	Framework	1	Unterhaching	1	5
Selenium	Framework	1	Unterhaching	2	3
Selenium	Framework	1	Wien	1	1
Selenium	Framework	1	Wien	2	1
Selenium	Framework	2	Hamburg	1	1
Selenium	Framework	2	Hamburg	3	1
Selenium	Framework	2	Offenbach	1	2
Selenium	Framework	2	Offenbach	2	2
Selenium	Framework	2	Unterhaching	1	1
Selenium	Framework	2	Unterhaching	2	1
Selenium	Framework	2	Unterhaching	3	2
Selenium	Framework	2	Wien	1	3
Selenium	Framework	3	Hamburg	1	1
Selenium	Framework	3	Hamburg	3	1
Sensorik	Sonstiges (Technologie)	1	Unterhaching	1	1
Sensorik	Sonstiges (Technologie)	2	Hamburg	1	1
SEO	Framework	1	Hamburg	1	1
SEO	Framework	1	Offenbach	1	1
SEO	Framework	1	Offenbach	2	1
SEO	Framework	1	Wien	1	1
SEO	Framework	2	Hamburg	3	1
SEO	Framework	2	Hamburg	4	1
Serenity BDD	Framework	1	Wien	1	3
Serenity BDD	Framework	2	Wien	1	1
ServiceTrace	Werkzeug	1	Unterhaching	1	1
Servlets	Framework	1	Hamburg	2	2
Servlets	Framework	1	Hamburg	4	1
Servlets	Framework	1	Offenbach	3	1
Servlets	Framework	1	Unterhaching	1	1
Servlets	Framework	1	Unterhaching	2	1
Servlets	Framework	1	Unterhaching	3	1
Servlets	Framework	1	Wien	1	1
Servlets	Framework	2	Hamburg	2	1
Servlets	Framework	2	Offenbach	1	1
Servlets	Framework	2	Offenbach	2	1
Servlets	Framework	2	Offenbach	3	1
Servlets	Framework	2	Stuttgart	2	1
Servlets	Framework	2	Unterhaching	2	1
Servlets	Framework	2	Unterhaching	3	3
Servlets	Framework	2	Unterhaching	4	1
Servlets	Framework	2	Wien	1	1
Servlets	Framework	2	Wien	2	1
Servlets	Framework	2	Wien	3	1
Servlets	Framework	3	Offenbach	4	1
Servlets	Framework	3	Unterhaching	3	2
Servlets	Framework	3	Wien	3	1
SharePoint	Standardsoftware	1	Hamburg	2	1
SharePoint	Standardsoftware	1	Hamburg	3	1
SharePoint	Standardsoftware	1	Offenbach	1	1
SharePoint	Standardsoftware	1	Offenbach	2	2
SharePoint	Standardsoftware	1	Stuttgart	1	2
SharePoint	Standardsoftware	1	Stuttgart	2	2
SharePoint	Standardsoftware	1	Unterhaching	2	3
SharePoint	Standardsoftware	1	Unterhaching	3	2
SharePoint	Standardsoftware	1	Wien	1	1
SharePoint	Standardsoftware	1	Wien	3	1
SharePoint	Standardsoftware	1	Wien	4	1
SharePoint	Standardsoftware	2	Hamburg	2	1
SharePoint	Standardsoftware	2	Hamburg	3	1
SharePoint	Standardsoftware	2	Offenbach	1	1
SharePoint	Standardsoftware	2	Offenbach	3	3
SharePoint	Standardsoftware	2	Unterhaching	2	3
SharePoint	Standardsoftware	2	Unterhaching	3	5
SharePoint	Standardsoftware	2	Unterhaching	4	1
SharePoint	Standardsoftware	2	Wien	1	1
SharePoint	Standardsoftware	2	Wien	2	1
SharePoint	Standardsoftware	2	Wien	3	2
SharePoint	Standardsoftware	2	Wien	4	1
SharePoint	Standardsoftware	3	Unterhaching	1	1
SharePoint	Standardsoftware	3	Unterhaching	4	1
Shell-Scripts	Sprache	1	Hamburg	1	1
Shell-Scripts	Sprache	1	Hamburg	3	1
Shell-Scripts	Sprache	1	Offenbach	1	1
Shell-Scripts	Sprache	1	Offenbach	4	1
Shell-Scripts	Sprache	1	Unterhaching	1	1
Shell-Scripts	Sprache	1	Unterhaching	2	3
Shell-Scripts	Sprache	1	Unterhaching	3	4
Shell-Scripts	Sprache	1	Wien	2	1
Shell-Scripts	Sprache	2	Hamburg	1	1
Shell-Scripts	Sprache	2	Hamburg	2	1
Shell-Scripts	Sprache	2	Hamburg	3	1
Shell-Scripts	Sprache	2	Offenbach	1	2
Shell-Scripts	Sprache	2	Offenbach	3	1
Shell-Scripts	Sprache	2	Unterhaching	1	2
Shell-Scripts	Sprache	2	Unterhaching	2	1
Shell-Scripts	Sprache	2	Unterhaching	3	1
Shell-Scripts	Sprache	2	Unterhaching	4	2
Shell-Scripts	Sprache	2	Wien	2	2
Shell-Scripts	Sprache	2	Wien	4	2
Shell-Scripts	Sprache	3	Hamburg	3	1
Shell-Scripts	Sprache	3	Hamburg	4	2
Shell-Scripts	Sprache	3	Offenbach	4	2
Shell-Scripts	Sprache	3	Stuttgart	1	1
Shell-Scripts	Sprache	3	Unterhaching	4	1
SilkTest	Werkzeug	1	Offenbach	1	1
Siteminder	Framework	1	Offenbach	1	1
Siteminder	Framework	1	Unterhaching	1	1
Siteminder	Framework	1	Unterhaching	3	1
Siteminder	Framework	2	Hamburg	2	1
Siteminder	Framework	2	Unterhaching	3	1
Sitescope	Ohne Zuordnung	1	Unterhaching	2	1
Slack	Ohne Zuordnung	1	Hamburg	1	1
Slack	Ohne Zuordnung	1	Wien	1	1
Slick	Framework	1	Hamburg	1	1
Slick	Framework	1	Wien	3	1
Slick	Framework	2	Wien	1	1
Smalltalk	Sprache	1	Hamburg	1	3
Smalltalk	Sprache	1	Offenbach	1	1
Smalltalk	Sprache	1	Offenbach	2	2
Smalltalk	Sprache	1	Unterhaching	1	1
Smalltalk	Sprache	2	Hamburg	1	1
Smalltalk	Sprache	2	Unterhaching	3	1
Smalltalk	Sprache	2	Wien	3	1
Smalltalk	Sprache	3	Stuttgart	3	1
Smart Home	Sonstiges (Technologie)	1	Unterhaching	1	1
Smart Home	Sonstiges (Technologie)	2	Wien	3	1
SOA	Framework	1	Hamburg	2	1
SOA	Framework	1	Offenbach	1	1
SOA	Framework	1	Unterhaching	1	1
SOA	Framework	1	Unterhaching	2	2
SOA	Framework	2	Hamburg	1	1
SOA	Framework	2	Stuttgart	1	1
SOA	Framework	2	Stuttgart	3	1
SOA	Framework	2	Unterhaching	1	3
SOA	Framework	2	Unterhaching	2	1
SOA	Framework	2	Unterhaching	3	1
SOA	Framework	2	Unterhaching	4	1
SOA	Framework	2	Wien	2	1
SOA	Framework	2	Wien	3	1
SOA	Framework	2	Zürich	1	1
SOA	Framework	3	Offenbach	1	1
SOA	Framework	3	Offenbach	4	1
SOA	Framework	3	Stuttgart	4	1
SOA	Framework	3	Unterhaching	1	2
SOA	Framework	3	Unterhaching	3	1
SOA	Framework	4	Hamburg	4	1
SOAP	Framework	1	Hamburg	1	1
SOAP	Framework	1	Offenbach	2	2
SOAP	Framework	1	Stuttgart	1	1
SOAP	Framework	1	Unterhaching	1	3
SOAP	Framework	1	Unterhaching	2	3
SOAP	Framework	1	Unterhaching	3	1
SOAP	Framework	1	Wien	1	1
SOAP	Framework	2	Hamburg	2	1
SOAP	Framework	2	Hamburg	3	2
SOAP	Framework	2	Offenbach	2	2
SOAP	Framework	2	Offenbach	4	1
SOAP	Framework	2	Stuttgart	4	1
SOAP	Framework	2	Unterhaching	1	1
SOAP	Framework	2	Unterhaching	2	1
SOAP	Framework	2	Unterhaching	3	2
SOAP	Framework	2	Unterhaching	4	2
SOAP	Framework	2	Wien	3	1
SOAP	Framework	2	Wien	4	1
SOAP	Framework	3	Hamburg	3	1
SOAP	Framework	3	Offenbach	2	1
SOAP	Framework	3	Unterhaching	3	2
SOAP	Framework	3	Wien	3	2
SoapUI	Werkzeug	1	Hamburg	1	1
SoapUI	Werkzeug	1	Hamburg	3	1
SoapUI	Werkzeug	1	Offenbach	2	2
SoapUI	Werkzeug	1	Unterhaching	1	8
SoapUI	Werkzeug	1	Unterhaching	2	4
SoapUI	Werkzeug	1	Wien	1	2
SoapUI	Werkzeug	1	Wien	2	2
SoapUI	Werkzeug	2	Hamburg	3	1
SoapUI	Werkzeug	2	Offenbach	2	1
SoapUI	Werkzeug	2	Offenbach	3	1
SoapUI	Werkzeug	2	Unterhaching	1	1
SoapUI	Werkzeug	2	Unterhaching	2	2
SoapUI	Werkzeug	2	Unterhaching	3	7
SoapUI	Werkzeug	2	Wien	1	1
SoapUI	Werkzeug	2	Wien	2	2
SoapUI	Werkzeug	2	Wien	3	1
SoapUI	Werkzeug	3	Offenbach	4	1
SoapUI	Werkzeug	3	Unterhaching	1	1
SoapUI	Werkzeug	3	Unterhaching	4	1
Solaris	Betriebssystem	1	Hamburg	1	1
Solaris	Betriebssystem	1	Unterhaching	2	1
Solaris	Betriebssystem	2	Offenbach	1	1
Solaris	Betriebssystem	2	Offenbach	3	1
Solaris	Betriebssystem	2	Offenbach	4	1
Sonar	Build	1	Hamburg	1	3
Sonar	Build	1	Stuttgart	1	4
Sonar	Build	1	Unterhaching	1	8
Sonar	Build	1	Unterhaching	2	2
Sonar	Build	1	Unterhaching	3	3
Sonar	Build	1	Wien	1	3
Sonar	Build	2	Offenbach	2	1
Sonar	Build	2	Offenbach	3	1
Sonar	Build	2	Stuttgart	1	1
Sonar	Build	2	Stuttgart	2	1
Sonar	Build	2	Unterhaching	1	1
Sonar	Build	2	Unterhaching	2	4
Sonar	Build	2	Unterhaching	3	1
Sonar	Build	2	Unterhaching	4	1
Sonar	Build	2	Wien	1	1
Sonar	Build	2	Wien	2	1
Sonar	Build	2	Wien	3	1
Sonar	Build	3	Hamburg	3	3
Sonar	Build	3	Offenbach	2	1
Sonar	Build	3	Stuttgart	1	1
Sonar	Build	3	Unterhaching	2	1
Sonar	Build	3	Unterhaching	3	1
Sonar	Build	3	Unterhaching	4	1
Sonar	Build	3	Wien	3	1
Sonar	Build	4	Stuttgart	3	1
SPICE	Ohne Zuordnung	3	Stuttgart	3	1
Spring	Framework	1	Hamburg	1	5
Spring	Framework	1	Offenbach	1	4
Spring	Framework	1	Stuttgart	3	1
Spring	Framework	1	Unterhaching	1	5
Spring	Framework	1	Unterhaching	2	3
Spring	Framework	1	Wien	1	1
Spring	Framework	1	Wien	2	1
Spring	Framework	1	Wien	3	2
Spring	Framework	2	Hamburg	1	3
Spring	Framework	2	Hamburg	2	1
Spring	Framework	2	Hamburg	3	1
Spring	Framework	2	Offenbach	1	2
Spring	Framework	2	Offenbach	2	3
Spring	Framework	2	Offenbach	3	1
Spring	Framework	2	Stuttgart	1	2
Spring	Framework	2	Unterhaching	1	3
Spring	Framework	2	Unterhaching	2	7
Spring	Framework	2	Unterhaching	3	5
Spring	Framework	2	Wien	1	3
Spring	Framework	2	Wien	2	3
Spring	Framework	2	Wien	3	2
Spring	Framework	3	Hamburg	1	2
Spring	Framework	3	Hamburg	3	2
Spring	Framework	3	Hamburg	4	1
Spring	Framework	3	Offenbach	1	1
Spring	Framework	3	Offenbach	4	2
Spring	Framework	3	Stuttgart	1	1
Spring	Framework	3	Unterhaching	1	5
Spring	Framework	3	Unterhaching	3	3
Spring	Framework	3	Unterhaching	4	3
Spring	Framework	3	Wien	1	1
Spring	Framework	3	Wien	3	3
Spring	Framework	3	Wien	4	1
Spring	Framework	4	Unterhaching	4	2
Spring Batch	Framework	1	Offenbach	1	3
Spring Batch	Framework	1	Unterhaching	1	1
Spring Batch	Framework	1	Unterhaching	2	1
Spring Batch	Framework	1	Wien	1	3
Spring Batch	Framework	2	Offenbach	2	1
Spring Batch	Framework	2	Unterhaching	1	1
Spring Batch	Framework	2	Unterhaching	2	2
Spring Batch	Framework	2	Wien	1	2
Spring Batch	Framework	4	Unterhaching	3	1
Spring Boot	Framework	1	Hamburg	1	5
Spring Boot	Framework	1	Hamburg	2	1
Spring Boot	Framework	1	Offenbach	1	1
Spring Boot	Framework	1	Unterhaching	1	5
Spring Boot	Framework	1	Wien	1	4
Spring Boot	Framework	2	Hamburg	2	3
Spring Boot	Framework	2	Stuttgart	1	1
Spring Boot	Framework	2	Unterhaching	1	2
Spring Boot	Framework	2	Unterhaching	2	3
Spring Boot	Framework	2	Wien	1	3
Spring Boot	Framework	2	Wien	2	3
Spring Boot	Framework	2	Wien	3	1
Spring Boot	Framework	3	Hamburg	2	2
Spring Boot	Framework	3	Unterhaching	2	2
Spring Boot	Framework	3	Unterhaching	3	2
Spring Data	Framework	1	Offenbach	1	1
Spring Data	Framework	1	Stuttgart	1	1
Spring Data	Framework	1	Unterhaching	1	1
Spring Data	Framework	1	Unterhaching	3	1
Spring Data	Framework	2	Hamburg	2	1
Spring Data	Framework	2	Wien	1	2
Spring Data	Framework	2	Wien	2	2
Spring Data	Framework	3	Unterhaching	2	1
Spring Data	Framework	3	Unterhaching	3	1
Spring Integration	Framework	2	Offenbach	2	1
Spring MVC	Framework	1	Offenbach	1	1
Spring MVC	Framework	1	Unterhaching	1	2
Spring MVC	Framework	1	Unterhaching	2	1
Spring MVC	Framework	1	Wien	2	1
Spring MVC	Framework	2	Hamburg	1	1
Spring MVC	Framework	2	Hamburg	2	1
Spring MVC	Framework	2	Unterhaching	2	3
Spring MVC	Framework	2	Unterhaching	3	2
Spring MVC	Framework	2	Wien	2	1
Spring MVC	Framework	2	Wien	3	2
Spring MVC	Framework	3	Hamburg	1	1
Spring MVC	Framework	3	Stuttgart	1	1
Spring MVC	Framework	3	Unterhaching	3	1
Spring Security	Framework	1	Hamburg	1	2
Spring Security	Framework	1	Offenbach	2	1
Spring Security	Framework	1	Unterhaching	1	5
Spring Security	Framework	1	Unterhaching	2	1
Spring Security	Framework	1	Unterhaching	3	1
Spring Security	Framework	1	Wien	1	2
Spring Security	Framework	2	Hamburg	2	2
Spring Security	Framework	2	Offenbach	2	1
Spring Security	Framework	2	Offenbach	4	1
Spring Security	Framework	2	Unterhaching	3	4
Spring Security	Framework	2	Wien	2	3
Spring Security	Framework	3	Hamburg	2	1
Spring Security	Framework	3	Hamburg	3	1
SQL	Sprache	1	Hamburg	1	3
SQL	Sprache	1	Hamburg	2	3
SQL	Sprache	1	Hamburg	3	2
SQL	Sprache	1	Offenbach	1	1
SQL	Sprache	1	Offenbach	2	1
SQL	Sprache	1	Offenbach	3	1
SQL	Sprache	1	Offenbach	4	1
SQL	Sprache	1	Stuttgart	1	3
SQL	Sprache	1	Stuttgart	4	1
SQL	Sprache	1	Unterhaching	1	5
SQL	Sprache	1	Unterhaching	2	4
SQL	Sprache	1	Unterhaching	3	1
SQL	Sprache	1	Wien	4	1
SQL	Sprache	2	Hamburg	1	6
SQL	Sprache	2	Hamburg	2	2
SQL	Sprache	2	Hamburg	3	3
SQL	Sprache	2	Hamburg	4	2
SQL	Sprache	2	Offenbach	1	1
SQL	Sprache	2	Offenbach	3	2
SQL	Sprache	2	Offenbach	4	1
SQL	Sprache	2	Stuttgart	1	2
SQL	Sprache	2	Stuttgart	3	1
SQL	Sprache	2	Unterhaching	1	5
SQL	Sprache	2	Unterhaching	2	5
SQL	Sprache	2	Unterhaching	3	10
SQL	Sprache	2	Unterhaching	4	7
SQL	Sprache	2	Wien	3	3
SQL	Sprache	2	Wien	4	4
SQL	Sprache	2	Zürich	3	2
SQL	Sprache	3	Hamburg	4	7
SQL	Sprache	3	Offenbach	1	2
SQL	Sprache	3	Offenbach	2	1
SQL	Sprache	3	Offenbach	3	3
SQL	Sprache	3	Offenbach	4	3
SQL	Sprache	3	Stuttgart	4	3
SQL	Sprache	3	Unterhaching	1	9
SQL	Sprache	3	Unterhaching	3	4
SQL	Sprache	3	Unterhaching	4	6
SQL	Sprache	3	Wien	3	4
SQL	Sprache	3	Wien	4	3
SQL	Sprache	4	Unterhaching	4	2
SQLite	DBMS	1	Hamburg	1	2
SQLite	DBMS	1	Hamburg	2	1
SQLite	DBMS	1	Unterhaching	1	6
SQLite	DBMS	1	Unterhaching	2	1
SQLite	DBMS	1	Wien	1	1
SQLite	DBMS	1	Wien	2	1
SQLite	DBMS	2	Hamburg	1	1
SQLite	DBMS	2	Unterhaching	1	1
SQLite	DBMS	2	Unterhaching	2	2
SQLite	DBMS	2	Unterhaching	3	2
SQLite	DBMS	2	Wien	2	3
SQLite	DBMS	3	Hamburg	3	2
SQLite	DBMS	3	Unterhaching	3	1
SQLite	DBMS	3	Unterhaching	4	1
Sqoop	Werkzeug	3	Hamburg	2	1
STAN	Werkzeug	4	Offenbach	4	1
Stash	Build	2	Hamburg	2	1
StringTemplate	Werkzeug	2	Hamburg	1	1
Struts	Framework	1	Hamburg	3	1
Struts	Framework	1	Offenbach	1	5
Struts	Framework	1	Offenbach	2	1
Struts	Framework	1	Unterhaching	1	3
Struts	Framework	1	Unterhaching	2	2
Struts	Framework	1	Wien	2	1
Struts	Framework	2	Hamburg	2	1
Struts	Framework	2	Offenbach	1	3
Struts	Framework	2	Offenbach	2	1
Struts	Framework	2	Offenbach	3	2
Struts	Framework	2	Stuttgart	2	1
Struts	Framework	2	Unterhaching	2	2
Struts	Framework	2	Unterhaching	3	1
Struts	Framework	2	Wien	2	1
Struts	Framework	3	Hamburg	3	1
Struts	Framework	3	Stuttgart	1	1
Struts	Framework	3	Unterhaching	4	1
Sublime	Werkzeug	2	Wien	2	1
Sublime	Werkzeug	2	Wien	3	1
SVG	Sonstiges (Technologie)	1	Hamburg	1	2
SVG	Sonstiges (Technologie)	1	Stuttgart	3	1
SVG	Sonstiges (Technologie)	1	Unterhaching	1	2
SVG	Sonstiges (Technologie)	1	Unterhaching	3	1
SVG	Sonstiges (Technologie)	2	Hamburg	3	1
SVG	Sonstiges (Technologie)	2	Offenbach	3	1
SVG	Sonstiges (Technologie)	2	Stuttgart	3	1
SVG	Sonstiges (Technologie)	2	Unterhaching	2	1
SVG	Sonstiges (Technologie)	2	Wien	2	1
SVG	Sonstiges (Technologie)	3	Offenbach	4	1
SVG	Sonstiges (Technologie)	3	Unterhaching	3	1
SVN	Build	1	Hamburg	1	1
SVN	Build	1	Hamburg	3	2
SVN	Build	1	Offenbach	2	2
SVN	Build	1	Stuttgart	1	1
SVN	Build	1	Stuttgart	3	3
SVN	Build	1	Unterhaching	1	4
SVN	Build	1	Unterhaching	2	1
SVN	Build	1	Unterhaching	3	2
SVN	Build	1	Unterhaching	4	3
SVN	Build	1	Wien	1	1
SVN	Build	1	Wien	2	1
SVN	Build	2	Hamburg	1	6
SVN	Build	2	Hamburg	2	4
SVN	Build	2	Hamburg	3	2
SVN	Build	2	Hamburg	4	3
SVN	Build	2	Offenbach	1	5
SVN	Build	2	Offenbach	2	1
SVN	Build	2	Offenbach	3	1
SVN	Build	2	Offenbach	4	2
SVN	Build	2	Stuttgart	1	2
SVN	Build	2	Stuttgart	2	1
SVN	Build	2	Stuttgart	4	1
SVN	Build	2	Unterhaching	1	4
SVN	Build	2	Unterhaching	2	5
SVN	Build	2	Unterhaching	3	9
SVN	Build	2	Unterhaching	4	3
SVN	Build	2	Wien	1	1
SVN	Build	2	Wien	3	5
SVN	Build	2	Wien	4	1
SVN	Build	3	Hamburg	1	2
SVN	Build	3	Hamburg	3	1
SVN	Build	3	Hamburg	4	6
SVN	Build	3	Offenbach	1	2
SVN	Build	3	Offenbach	3	2
SVN	Build	3	Offenbach	4	3
SVN	Build	3	Stuttgart	1	2
SVN	Build	3	Stuttgart	4	1
SVN	Build	3	Unterhaching	1	6
SVN	Build	3	Unterhaching	3	8
SVN	Build	3	Unterhaching	4	8
SVN	Build	3	Wien	3	2
SVN	Build	3	Wien	4	2
SVN	Build	4	Stuttgart	4	1
Swagger	Werkzeug	1	Hamburg	1	1
Swagger	Werkzeug	1	Offenbach	2	1
Swagger	Werkzeug	1	Unterhaching	1	2
Swagger	Werkzeug	1	Unterhaching	2	1
Swagger	Werkzeug	1	Wien	1	1
Swagger	Werkzeug	2	Hamburg	2	2
Swagger	Werkzeug	2	Hamburg	3	1
Swagger	Werkzeug	2	Wien	2	1
Swift	Sprache	1	Offenbach	1	1
Swift	Sprache	1	Unterhaching	1	2
Swift	Sprache	1	Wien	1	1
Swift	Sprache	2	Unterhaching	1	1
Swing	Framework	1	Hamburg	1	2
Swing	Framework	1	Hamburg	2	1
Swing	Framework	1	Offenbach	1	2
Swing	Framework	1	Offenbach	2	4
Swing	Framework	1	Unterhaching	1	3
Swing	Framework	1	Unterhaching	2	1
Swing	Framework	1	Unterhaching	3	1
Swing	Framework	1	Wien	1	1
Swing	Framework	2	Hamburg	1	1
Swing	Framework	2	Offenbach	2	2
Swing	Framework	2	Stuttgart	1	1
Swing	Framework	2	Stuttgart	3	1
Swing	Framework	2	Unterhaching	2	4
Swing	Framework	2	Unterhaching	3	3
Swing	Framework	2	Wien	1	1
Swing	Framework	2	Wien	3	2
Swing	Framework	3	Hamburg	1	1
Swing	Framework	3	Hamburg	4	1
Swing	Framework	3	Offenbach	4	2
Swing	Framework	3	Unterhaching	1	1
Swing	Framework	3	Unterhaching	4	1
SWT	Framework	1	Hamburg	1	1
SWT	Framework	1	Offenbach	2	2
SWT	Framework	1	Wien	1	1
SWT	Framework	2	Offenbach	1	2
SWT	Framework	2	Wien	1	1
SWT	Framework	3	Offenbach	4	1
SWT	Framework	3	Unterhaching	1	1
Symfony	Framework	2	Unterhaching	3	1
Systementwurf	Sonstiges (Technologie)	1	Hamburg	4	1
Systementwurf	Sonstiges (Technologie)	1	Offenbach	2	1
Systementwurf	Sonstiges (Technologie)	1	Unterhaching	1	1
Systementwurf	Sonstiges (Technologie)	1	Unterhaching	4	1
Systementwurf	Sonstiges (Technologie)	1	Wien	1	1
Systementwurf	Sonstiges (Technologie)	2	Hamburg	1	2
Systementwurf	Sonstiges (Technologie)	2	Wien	4	1
Systementwurf	Sonstiges (Technologie)	3	Offenbach	4	1
Systementwurf	Sonstiges (Technologie)	4	Unterhaching	4	1
Systems Engineering	Ohne Zuordnung	2	Offenbach	2	1
T-SQL	DBMS	1	Unterhaching	1	1
T-SQL	DBMS	1	Unterhaching	2	1
T-SQL	DBMS	2	Hamburg	2	1
T-SQL	DBMS	2	Unterhaching	2	1
Talend	DBMS	1	Wien	2	2
Talend	DBMS	2	Hamburg	1	1
Talend	DBMS	2	Hamburg	2	3
Tcl/Tk	Framework	2	Hamburg	1	1
Tcl/Tk	Framework	2	Offenbach	3	1
Tcl/Tk	Framework	2	Unterhaching	3	1
TCP/IP	Sonstiges (Technologie)	1	Hamburg	2	1
TCP/IP	Sonstiges (Technologie)	1	Hamburg	3	1
TCP/IP	Sonstiges (Technologie)	1	Hamburg	4	2
TCP/IP	Sonstiges (Technologie)	1	Offenbach	1	1
TCP/IP	Sonstiges (Technologie)	1	Offenbach	2	2
TCP/IP	Sonstiges (Technologie)	1	Offenbach	3	1
TCP/IP	Sonstiges (Technologie)	1	Stuttgart	3	1
TCP/IP	Sonstiges (Technologie)	1	Stuttgart	4	1
TCP/IP	Sonstiges (Technologie)	1	Unterhaching	3	1
TCP/IP	Sonstiges (Technologie)	1	Unterhaching	4	1
TCP/IP	Sonstiges (Technologie)	2	Offenbach	1	1
TCP/IP	Sonstiges (Technologie)	2	Offenbach	4	1
TCP/IP	Sonstiges (Technologie)	2	Unterhaching	2	1
TCP/IP	Sonstiges (Technologie)	2	Unterhaching	3	2
TCP/IP	Sonstiges (Technologie)	2	Unterhaching	4	1
TCP/IP	Sonstiges (Technologie)	2	Wien	3	1
TCP/IP	Sonstiges (Technologie)	2	Wien	4	1
TCP/IP	Sonstiges (Technologie)	3	Hamburg	2	1
TCP/IP	Sonstiges (Technologie)	3	Hamburg	4	1
TCP/IP	Sonstiges (Technologie)	3	Unterhaching	3	1
Team Foundation Server	Build	1	Wien	2	1
Team Foundation Server	Build	2	Hamburg	2	1
Team Foundation Server	Build	2	Unterhaching	4	1
tensorflow	Ohne Zuordnung	1	Unterhaching	1	1
Test Driven Development	Vorgehen	1	Hamburg	1	2
Test Driven Development	Vorgehen	1	Hamburg	2	1
Test Driven Development	Vorgehen	1	Offenbach	1	1
Test Driven Development	Vorgehen	1	Offenbach	2	1
Test Driven Development	Vorgehen	1	Stuttgart	1	1
Test Driven Development	Vorgehen	1	Unterhaching	1	2
Test Driven Development	Vorgehen	1	Wien	1	1
